titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Deep River,5/1/1994,216,3.92,1567,182,eng,1353
Shout Out Loud! 3,12/12/2006,190,3.92,88,2,eng,2015
Out,1/4/2005,400,3.92,18671,1894,eng,2139
The Orange Girl,7/6/2005,151,3.92,12162,709,eng,1548
Confessions of Saint Augustine (Paraclete Living Library),1/1/1997,448,3.92,13,4,eng,374
City of God,11/27/2003,1186,3.92,8754,300,eng,1509
Rebellion (The MacGregors #0.1),11/21/2006,395,3.92,6650,150,eng,1839
Anaximander Heraclitus Parmenides Plotinus Lao-Tzu Nagarjuna (from Great Philosophers 2),10/23/1974,138,3.92,42,4,eng,939
Pope Joan: Translated & Adapted from the Greek,3/1/2000,200,3.92,266,19,eng,1540
Glass Houses (The Morganville Vampires #1),10/3/2006,239,3.92,83997,3992,eng,1332
The Gabriel Hounds,11/28/2006,322,3.92,3629,145,eng,923
Youth Without Youth & Other Novellas (Romanian Literature & Thought in Translation),8/31/1988,288,3.92,11,2,eng,1410
Wanderlust: A History of Walking,6/1/2001,326,3.92,226,25,eng,1500
Inkspell (Inkworld #2),10/1/2005,635,3.92,91475,3132,eng,1973
Proust's Way: A Field Guide to In Search of Lost Time,8/17/2001,320,3.92,241,28,eng,2291
Home of the Gentry,12/6/2007,298,3.92,2152,70,eng,1515
The Barbed Coil,4/1/1999,667,3.92,2129,64,eng,10
To the Friend who Didn't Save my Life,1/1/1998,240,3.92,110,15,eng,1814
Baltasar and Blimunda,9/20/2001,346,3.92,105,14,eng,2144
Through Painted Deserts: Light God and Beauty on the Open Road,8/14/2005,256,3.92,8931,444,eng,1990
Don DeLillo's White Noise: A Reader's Guide,4/10/2003,96,3.92,76,9,eng,292
The Switch,9/6/2001,576,3.92,9295,478,eng,1555
Play Dirty,8/14/2007,404,3.92,9552,627,eng,1850
Despair,11/30/2000,163,3.92,197,23,eng,1515
Lover of Unreason: Assia Wevill Sylvia Plath's Rival and Ted Hughes' Doomed Love,12/26/2006,280,3.92,639,75,eng,494
A Young Person's Guide To Philosophy,9/21/1998,64,3.92,58,8,eng,579
Ali and Nino,10/5/2000,237,3.92,147,22,eng,2150
Summer of the Dragon,3/6/2001,352,3.92,2419,102,eng,897
Air Gear Vol. 1 (Air Gear #1),7/25/2006,224,3.92,1875,37,eng,528
Collected Plays: Henry IV The Man with the Flower in His Mouth Right You Are,7/1/1987,236,3.92,12,1,eng,2291
Blood and Smoke,1/1/2000,4,3.92,6221,155,eng,1854
Searching for God Knows What,10/11/2004,246,3.92,23657,692,eng,1990
Mitz The Marmoset of Bloomsbury,2/15/2007,128,3.92,134,32,eng,1875
Peach Cobbler Murder (Hannah Swensen #7),2/1/2006,384,3.92,11633,554,eng,1090
The Best of the Spirit,11/1/2005,187,3.92,786,95,eng,519
The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),9/15/2003,208,3.92,65,1,eng,386
Mediterranean Winter: The Pleasures of History and Landscape in Tunisia Sicily Dalmatia and the Peloponnese,3/8/2005,272,3.92,204,26,eng,2152
Faking It (Dempseys #2),7/11/2004,448,3.92,16644,665,eng,1903
Time's Arrow Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,1/1/1988,240,3.92,321,19,eng,934
Truckers (Bromeliad Trilogy #1),4/1/2004,261,3.92,7464,176,eng,897
Night of the Fox (Dougal Munro and Jack Carter #1),1/25/2008,352,3.92,4908,89,eng,1586
Betcha Can't Read Just One,12/1/1993,242,3.92,51,1,eng,28
The Opposite of Fate,7/1/2004,398,3.92,172,11,eng,888
The Pure in Heart (Simon Serrailler #2),6/1/2006,320,3.92,4245,347,eng,2139
The Ethics of Authenticity,9/22/1992,152,3.92,697,49,eng,934
Eight Black Horses (87th Precinct #38),4/29/2003,336,3.92,734,40,eng,1586
Tales of Ordinary Madness,1/1/2001,238,3.92,16544,431,eng,417
The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),4/24/1993,346,3.92,1425,73,eng,1942
Encyclopedia of an Ordinary Life,12/6/2005,240,3.92,5067,897,eng,337
Worlds of Wonder: How to Write Science Fiction & Fantasy,4/1/2004,246,3.92,424,54,eng,2253
The Cat Who Knew Shakespeare (Cat Who... #7),11/7/1996,208,3.92,6876,206,eng,949
Nimitz Class (Admiral Arnold Morgan #1),2/3/2004,495,3.92,5402,97,eng,887
Nimitz Class (Admiral Arnold Morgan #1),1/23/1998,528,3.92,1,0,eng,923
Industry and Empire: The Birth of the Industrial Revolution,9/1/1999,411,3.92,301,14,eng,1983
Contingency Hegemony Universality: Contemporary Dialogues on the Left,7/17/2000,329,3.92,707,18,eng,2120
Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,4/6/2006,530,3.92,2819,127,eng,715
Becoming a Contagious Christian,4/20/1996,224,3.92,1315,50,eng,2275
The Kid Stays in the Picture,2/19/2004,462,3.92,2209,176,eng,680
Write Great Code: Volume 1: Understanding the Machine,11/8/2004,456,3.92,145,12,eng,1381
No Name,6/25/1998,748,3.92,7174,297,eng,1453
The Library 1 Books 1-3.9,1/1/1921,464,3.93,21,2,mul,2291
Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,5/27/1997,106,3.93,6,0,ger,1930
The Snapper,9/1/2002,217,3.93,26,5,ger,724
Tar baby,2/20/1997,431,3.93,11,0,fre,633
Blink: The Power of Thinking Without Thinking,1/11/2005,277,3.93,4254,355,eng,1173
Selected Stories,7/13/2004,432,3.93,80,11,eng,1301
Creative Correction: Extraordinary Ideas For Everyday Discipline,3/31/2010,367,3.93,1094,87,eng,1990
I'm Too Young To Be Seventy,10/12/2005,64,3.93,237,45,eng,1864
The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,8/29/2000,736,3.93,1170,82,eng,224
Faust Part One,10/22/1998,240,3.93,1783,67,eng,2291
Michael Tolliver Lives (Tales of the City #7),6/12/2007,277,3.93,583,82,eng,879
The Eyes of the Dragon,12/8/1987,380,3.93,2925,285,eng,1835
Hayao Miyazaki: Master of Japanese Animation,9/1/1999,240,3.93,317,19,eng,1925
The Wheel of Darkness (Pendergast #8),8/28/2007,0,3.93,41,9,eng,10
The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,12/5/2006,272,3.93,47,13,eng,1951
Boy Were We Wrong About Dinosaurs!,9/22/2005,32,3.93,254,73,eng,615
Bengal Nights,4/1/1995,184,3.93,257,29,eng,2076
Taxi Driver,3/28/2000,79,3.93,130,17,eng,332
Beyond World's End (Bedlam's Bard #4),12/1/2001,416,3.93,2508,22,eng,185
Mistress Masham's Repose,3/7/2012,260,3.93,1476,124,eng,1369
The End of Faith: Religion Terror and the Future of Reason,9/17/2005,348,3.93,29971,1480,eng,2291
Black Sun Rising (The Coldfire Trilogy #1),9/6/2005,496,3.93,15607,487,eng,513
Let's Go Australia on a Budget,11/28/2006,784,3.93,9,2,eng,1144
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,1/24/2007,512,3.93,128,12,eng,1754
Something Blue (Darcy & Rachel #2),3/21/2006,338,3.93,191577,6599,eng,820
Shout Out Loud! 5,10/1/2007,192,3.93,83,6,eng,305
The Mother Tongue: English and How It Got That Way,9/28/1991,270,3.93,28489,2085,eng,2237
The Salmon of Doubt (Dirk Gently #3),4/26/2005,298,3.93,22091,746,eng,528
Salmon of Doubt: Hitchhiking the Galaxy One Last Time,7/1/2003,336,3.93,5,0,eng,2048
Collapse: How Societies Choose to Fail or Succeed,12/27/2005,608,3.93,52522,2780,eng,1511
Nikola Tesla: A Spark of Genius,10/1/1994,144,3.93,105,5,eng,1143
LOGO Lounge: 2 000 International Identities by Leading Designers,9/1/2004,191,3.93,27,0,eng,1735
Quicksilver (The Baroque Cycle #1),9/21/2004,927,3.93,30872,1735,eng,904
Geisha of Gion,5/6/2003,334,3.93,1556,158,eng,1586
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,3/15/2005,5,3.93,26,2,eng,2275
The Deeper Meaning of Liff,4/19/2005,192,3.93,3986,85,eng,1996
Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),4/30/2004,156,3.93,23,4,eng,1035
Aké: The Years of Childhood,10/23/1989,230,3.93,1284,90,eng,2139
Christian Mythmakers: C.S. Lewis Madeleine L'Engle J.R.R. Tolkien George MacDonald G.K. Chesterton Charles Williams Dante Alighieri John Bunyan Walter Wangerin Robert Siegel and Hannah Hurnard,12/1/2002,303,3.93,448,18,eng,462
How Angel Peterson Got His Name,8/10/2004,111,3.93,1177,218,eng,2261
Inés of My Soul,11/7/2006,321,3.93,15345,1075,eng,879
The Five People You Meet in Heaven,9/23/2003,196,3.93,520051,16562,eng,1018
Time To Be In Earnest: A Fragment Of Autobiography,2/27/2001,306,3.93,495,76,eng,189
Cover Her Face (Adam Dalgliesh #1),5/8/2001,250,3.93,26375,953,eng,1800
Blink: The Power of Thinking Without Thinking,1/11/2005,278,3.93,832,118,eng,1492
Maximum City: Bombay Lost and Found,9/27/2005,542,3.93,9024,637,eng,2139
Bel Canto,8/2/2005,352,3.93,218195,13012,eng,888
Cause of Death (Kay Scarpetta #7),1/2/2007,356,3.93,38823,625,eng,253
Shadows,5/1/1993,393,3.93,10824,185,eng,193
The Women's War,4/27/2006,546,3.93,292,23,eng,1515
The Monsters and the Critics and Other Essays,5/2/2006,240,3.93,3441,78,eng,897
Founding Brothers: The Revolutionary Generation,2/5/2002,290,3.93,37996,1631,eng,190
Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,4/20/1999,397,3.93,317,32,eng,1996
Animal Farm,5/6/2003,122,3.93,2111750,29677,eng,1330
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,1/7/2003,320,3.93,4040,259,eng,337
Hegel's Phenomenology of Spirit,11/30/1976,640,3.93,13920,248,eng,1453
The Moor's Last Sigh,7/4/1996,434,3.93,10414,445,eng,2139
Cruelest Journey: Six Hundred Miles To Timbuktu,11/1/2004,320,3.93,542,65,eng,1341
Queen of Scots: The True Life of Mary Stuart,4/7/2004,581,3.93,1882,155,eng,999
Death in the Andamans,2/11/2000,272,3.93,845,57,eng,1287
Desolation Angels,9/1/1995,432,3.93,9646,273,eng,1721
The Parrot's Lament and Other True Tales of Animal Intrigue Intelligence and Ingenuity,8/1/2000,224,3.93,363,50,eng,1581
Gray Matter and Other Stories from Night Shift,8/1/1993,0,3.93,156,9,eng,1665
"Four Past Midnight: Featuring ""The Langoliers""",5/1/1995,761,3.93,308,20,eng,1834
Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press) #11),1/1/2001,351,3.93,93,8,eng,1042
Refuge (Outlanders #36),2/14/2006,346,3.93,5,0,eng,791
A Fairly Honourable Defeat,3/1/2001,432,3.93,1417,115,eng,1515
Sula,4/5/2002,174,3.93,47998,2479,eng,1583
Sula,6/8/2004,174,3.93,3552,361,eng,2149
Sula,9/1/1987,174,3.93,457,49,eng,1581
Sula,5/7/2005,189,3.93,709,94,eng,2140
Tar Baby,6/8/2004,320,3.93,15795,447,eng,2139
Gone South,8/1/1993,400,3.93,4849,228,eng,1586
The Poet of Tolstoy Park,3/28/2006,304,3.93,565,118,eng,189
Look Homeward Angel,10/10/2006,644,3.93,11131,751,eng,1800
On Anarchism,5/1/2005,256,3.93,4145,192,eng,51
Nuns and Soldiers,7/30/2002,512,3.93,503,34,eng,1515
Stay!: Keeper's Story,3/9/1999,128,3.93,194,32,eng,2261
Double Whammy (Skink #1),3/1/2005,404,3.93,11050,624,eng,10
When the Wind Blows (When the Wind Blows #1),4/1/2000,416,3.93,42701,1337,eng,10
The Thousandfold Thought (The Prince of Nothing #3),1/30/2007,560,3.93,8716,228,eng,929
The Liars' Club,5/31/2005,320,3.93,52578,2464,eng,1498
The Beggar Maid: Stories of Flo and Rose,5/7/1991,210,3.93,2814,258,eng,2139
Faust First Part,7/1/1988,327,3.93,48213,675,eng,200
The Rough Guide to Australia 7,10/1/2005,1256,3.93,8,1,eng,1739
Corpse: Nature Forensics and the Struggle to Pinpoint Time of Death,10/17/2002,270,3.93,937,70,eng,224
Fugitive Pieces,5/26/1998,304,3.93,12209,947,eng,2139
Big Money,9/3/1991,288,3.93,1117,78,eng,1498
Ines of My Soul,11/7/2006,528,3.93,62,13,eng,879
The Flash: Dead Heat,8/1/2000,144,3.93,216,10,eng,519
Ishmael (Star Trek: The Original Series #23),9/1/1991,256,3.93,1485,85,eng,1586
Marie Antoinette: The Journey,11/12/2002,512,3.93,1102,154,eng,94
Marie Antoinette: The Journey,9/12/2006,512,3.93,27291,809,eng,96
Go Down Moses,1/30/1991,365,3.93,8289,370,eng,2139
The Clicking of Cuthbert,11/3/2006,162,3.93,6,1,eng,865
Everest: Expedition to the Ultimate,9/1/1999,286,3.93,256,14,eng,228
The War of the Jewels (The History of Middle-Earth #11),12/6/1994,470,3.93,3329,15,eng,1002
City of Glass: The Graphic Novel,2/3/2005,144,3.93,1628,66,eng,680
Cover Her Face (Adam Dalgliesh #1),5/7/2002,2,3.93,17,4,eng,234
The Changing Status of the Artist,3/1/1999,260,3.93,8,0,eng,2258
Inventing America: Jefferson's Declaration of Independence,11/14/2002,432,3.93,161,16,eng,1232
The Last Quarry (Quarry #7),8/1/2006,201,3.93,673,68,eng,864
The Realm of Possibility,5/9/2006,210,3.93,14625,1190,eng,652
The Door to Time (Ulysses Moore #1),1/1/2006,239,3.93,3099,241,eng,1791
Tales Before Tolkien: The Roots of Modern Fantasy,11/29/2005,528,3.93,1130,42,eng,528
Leonardo's Notebooks,8/1/2005,352,3.93,36003,121,eng,276
On Wine and Hashish,9/1/2002,88,3.93,751,17,eng,971
Rob Roy MacGregor,9/1/2012,192,3.93,100,3,eng,1344
The Foundling and Other Tales of Prydain,5/16/2006,98,3.93,3637,157,eng,1896
The Five Bells and Bladebone (Richard Jury #9),6/1/2002,334,3.93,2884,97,eng,1330
The Dragon Prince: A Chinese Beauty & the Beast Tale,1/9/1999,32,3.93,355,44,eng,897
Out of the Silent Planet (The Space Trilogy #1),12/5/2005,224,3.93,58756,2528,eng,897
How to Be a Jewish Parent: A Practical Handbook for Family Life,9/5/2000,352,3.93,52,5,eng,1785
Love Mode Vol. 1,11/8/2005,192,3.93,1417,41,eng,305
Seven Gothic Tales,10/31/2002,368,3.93,85,12,eng,1515
Michael's Golden Rules,1/23/2007,32,3.93,83,22,eng,2291
The Battle for God: A History of Fundamentalism,1/30/2001,480,3.93,5677,254,eng,189
Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,9/4/2006,291,3.93,1495,52,eng,224
Ghosthunters and the Muddy Monster of Doom! (Ghosthunters #4),4/1/2007,176,3.93,534,32,eng,400
Witch Grass,1/31/2003,328,3.93,335,38,eng,1401
Sketches from a Hunter's Album,8/30/1990,403,3.93,5967,109,eng,1515
The Sleeping Doll (Kathryn Dance #1),6/5/2007,428,3.93,357,58,eng,1850
Twisted: The Collected Short Stories,11/1/2004,480,3.93,3093,205,eng,1586
A Certain Justice (Adam Dalgliesh #10),3/28/2006,688,3.93,6877,374,eng,1804
For the Relief of Unbearable Urges,3/21/2000,205,3.93,2418,229,eng,2139
There's No Such Place As Far Away,1/12/1998,48,3.93,2737,83,eng,544
Drop Dead Gorgeous (Blair Mallory #2),11/28/2006,347,3.93,7227,301,eng,189
Why Orwell Matters,9/11/2003,211,3.93,2852,188,eng,224
The Thirteenth Tribe,9/9/1977,224,3.93,9,3,eng,1556
Making a Change for Good: A Guide to Compassionate Self-Discipline,3/13/2007,128,3.93,304,36,eng,1822
The Kingdom of Shadow (Diablo #3),8/1/2002,339,3.93,1181,24,eng,1590
Curries Without Worries,3/1/1996,160,3.93,35,4,eng,10
The Jane Austen Cookbook,5/10/2002,128,3.93,275,26,eng,1247
Four Past Midnight,3/2/2004,768,3.93,1430,42,eng,1834
Around the World in Eighty Days,6/7/2005,236,3.93,156,17,eng,1834
Around the World in Eighty Days,12/30/2003,211,3.93,778,35,eng,1301
No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,9/20/2005,288,3.93,256,28,eng,1800
Political Philosophy: A Beginners' Guide for Students and Politicians,8/4/2006,240,3.93,175,6,eng,1596
Political Philosophy: A Beginner's Guide for Students and Politicians,10/15/2001,194,3.93,6,0,eng,1596
The Glass Lake,6/29/2005,704,3.93,17624,670,eng,1985
Jimmy Stewart: Bomber Pilot,11/15/2006,320,3.93,441,57,eng,2273
Wookiee Cookies: A Star Wars Cookbook,9/1/1998,132,3.93,952,57,eng,407
The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,11/1/1993,288,3.93,406,24,eng,2197
Old Filth (Old Filth #1),6/1/2006,290,3.93,10337,1619,eng,663
Information Technology for Management: Transforming Organizations in the Digital Economy,1/1/2005,724,3.93,109,3,eng,1072
The Wheel of Darkness (Pendergast #8),8/28/2007,388,3.93,21797,1002,eng,10
Run (Fearless #3),3/1/2000,205,3.93,2262,50,eng,1851
The Man Who Smiled (Kurt Wallander #4),9/19/2006,325,3.93,14322,521,eng,1983
Sacred Games (Sacred Games),1/9/2007,916,3.93,5983,724,eng,897
Blink: The Power of Thinking Without Thinking,4/3/2007,296,3.93,437507,12937,eng,182
The Notebooks of Leonardo da Vinci,1/28/1999,432,3.93,70,2,eng,1453
Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),12/2/2002,336,3.93,14,1,eng,2291
The Five People You Meet in Heaven,9/2/2005,229,3.93,4251,525,eng,2004
Thank You for Smoking,2/14/2006,272,3.93,9900,561,eng,1678
Lyonesse: Suldrun's Garden (Lyonesse #1),4/1/1983,436,3.93,130,16,eng,262
Wonder of the World,12/31/2003,72,3.93,42,4,eng,2291
Flirting With Danger (Samantha Jellicoe #1),3/1/2005,384,3.93,3625,189,eng,169
Richard III,7/1/2004,369,3.93,1945,191,eng,1864
So Far from God: The U.S. War With Mexico 1846-1848,9/15/2000,464,3.93,271,29,eng,2088
Caribbean,12/13/2005,672,3.93,4718,232,eng,561
Don't Stop the Carnival,5/15/1992,416,3.93,2700,298,eng,182
Rage of Angels,8/3/1999,512,3.93,30283,860,eng,905
Ruby (Landry #1),12/1/1994,402,3.93,17,0,eng,2217
Desolation Jones: Made in England,10/4/2006,144,3.93,1767,76,eng,2221
Dirty Snow,8/31/2003,244,3.93,1780,220,eng,1401
The Looking Glass Wars,9/26/2006,364,3.93,37148,3142,eng,560
The Gospel of the Flying Spaghetti Monster,3/28/2006,169,3.93,3248,341,eng,2136
Quicksilver (The Baroque Cycle #1),10/2/2003,927,3.93,171,12,eng,2229
Anhelos ocultos,3/27/1996,380,3.94,32,8,spa,412
Die Naschkatzen,4/1/2001,480,3.94,15,1,ger,796
Fish & Chips (The Barrytown Trilogie #3),10/1/2002,314,3.94,2,0,ger,723
Long Way Round: Chasing Shadows Across the World,11/1/2005,320,3.94,352,44,eng,152
High Fidelity,3/1/2000,323,3.94,827,101,eng,1721
Prophet,3/11/2004,416,3.94,12789,221,eng,482
Difficult Loves,9/23/1985,300,3.94,4084,205,eng,1232
Anatomy of Love: A Natural History of Mating Marriage and Why We Stray,1/3/1994,432,3.94,501,36,eng,189
Children of the Night (Diana Tregarde #2),8/1/2005,320,3.94,4349,103,eng,1907
The Real Thing,4/17/2000,112,3.94,3553,140,eng,696
Nicomachean Ethics,1/11/1962,352,3.94,265,20,eng,2291
Candide and Other Stories (World's Classics),7/6/2006,301,3.94,3368,101,eng,1453
Vicars of Christ: A History of the Popes,7/1/2003,492,3.94,31,2,eng,414
The Time Travelers: Volume One,1/10/2006,420,3.94,302,29,eng,1128
Wait Till Next Year: The Story of a Season When What Should've Happened Didn't and What Could've Gone Wrong Did,11/1/1988,363,3.94,90,11,eng,193
Prioritizing Web Usability,4/20/2006,406,3.94,599,16,eng,1364
Charade,7/1/1995,496,3.94,6044,250,eng,837
Philosophy of Religion: An Anthology,5/7/2002,582,3.94,97,7,eng,2181
Will in the World: How Shakespeare Became Shakespeare,9/30/2004,430,3.94,421,70,eng,2179
A Midsummer Night's Dream,9/6/1979,312,3.94,2820,76,eng,116
Mid-Flinx (Pip & Flinx #7),9/1/1996,352,3.94,2327,36,eng,530
The God of Small Things,5/1/1997,321,3.94,6667,722,eng,897
El Borbah,1/17/2006,96,3.94,740,34,eng,688
To Win a Nuclear War: The Pentagon's Secret War Plans,7/1/1999,374,3.94,2,0,eng,1883
The Navigator (NUMA Files #7),6/5/2007,437,3.94,6152,248,eng,1647
The Life and Times of the Thunderbolt Kid: A Memoir,9/25/2007,268,3.94,1329,250,eng,337
The Bridge at Andau,9/12/1985,288,3.94,1135,158,eng,700
Shooting Stars (Shooting Stars #1-4),12/1/2002,656,3.94,1231,22,eng,1586
The Vampire Companion,8/1/1995,608,3.94,4829,25,eng,189
Electric Light,3/19/2001,81,3.94,30,2,eng,683
Far from the Madding Crowd,3/31/1994,374,3.94,320,42,eng,1498
Active Literacy Across the Curriculum: Strategies for Reading Writing Speaking and Listening,3/29/2006,138,3.94,31,1,eng,1740
Miami Blues (Hoke Moseley #1),8/10/2004,191,3.94,2897,178,eng,2147
Moon Palace,4/1/1990,320,3.94,16099,503,eng,1498
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces Marinades Dry Rubs Wet Rubs Mops and Salsas,12/3/1997,272,3.94,55,0,eng,933
Antigone,9/17/1998,13358,3.94,178,199,eng,1453
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,8/27/1996,256,3.94,96,8,eng,1740
Three Plays: The Wasps / The Poet and the Women / The Frogs,2/28/1964,224,3.94,391,27,eng,1498
Brokeback Mountain,12/2/2005,55,3.94,24985,1751,eng,1800
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),5/1/2004,540,3.94,29,3,eng,1350
The Future of Spacetime,6/17/2003,224,3.94,257,10,eng,2291
The Journals of Ayn Rand,8/1/1999,752,3.94,317,14,eng,1330
The Golden Tulip,9/1/1991,585,3.94,29,4,eng,588
Truth and Beauty,4/5/2005,257,3.94,31134,2662,eng,888
Unnatural Causes (Adam Dalgliesh #3),5/20/2002,218,3.94,9258,330,eng,1507
Olympos (Ilium #2),7/25/2006,891,3.94,13300,484,eng,895
The Sun Rises: and Other Questions About Time and Seasons,9/15/2006,32,3.94,50,6,eng,1098
The Rainmaker,9/27/2005,419,3.94,151818,1489,eng,544
The Adolescent,12/7/2004,647,3.94,3568,159,eng,2139
Waiting for the Barbarians,10/1/1999,152,3.94,18097,1029,eng,1498
The Big Over Easy (Nursery Crime #1),7/25/2006,383,3.94,27137,1885,eng,1492
A Midsummer Night's Dream,5/1/1998,162,3.94,2167,101,eng,1835
A Midsummer Night's Dream,5/3/2005,3,3.94,62,6,eng,156
A Midsummer Night's Dream,7/28/2005,102,3.94,126,7,eng,2291
A Midsummer Night's Dream,8/15/2002,99,3.94,14,3,eng,2291
Vincent Van Gogh: Portrait of an Artist,1/14/2003,144,3.94,220,38,eng,2261
Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,5/16/2002,551,3.94,125,6,eng,2176
Forfeit,4/5/2005,256,3.94,2538,63,eng,765
