id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
5393,Like Water for Chocolate,5/2/2006,0,3.95,121,33,eng,1658
5394,Travels,11/5/2002,400,3.95,7084,514,eng,927
5395,The Legacy of Luna: The Story of a Tree a Woman and the Struggle to Save the Redwoods,4/3/2001,262,3.95,1844,220,eng,879
5396,Shadow of the Hegemon (Shadow #2),9/5/2006,13,3.95,109,19,eng,1214
5397,Mr. Impossible,8/24/1998,32,3.95,614,29,eng,1624
5398,The Luzhin Defense,8/11/1990,256,3.95,7305,277,eng,2139
5399,A Short History of World War II,1/1/1980,416,3.95,472,41,eng,1317
5400,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,6/22/2000,265,3.95,68,6,eng,443
5401,Rachel's Holiday (Walsh Family #2),1/23/2007,578,3.95,55525,1223,eng,1317
5402,Shadow of the Hegemon (The Shadow Series #2),12/9/2001,451,3.95,65344,1419,eng,2023
5403,Death in Kashmir,12/1/2000,256,3.95,1511,104,eng,1906
5404,Haiti History and the Gods,3/10/1998,362,3.95,37,1,eng,2075
5405,The Mist,9/1/1993,2,3.95,168,10,eng,1850
5406,A Wild Sheep Chase (The Rat #3),4/9/2002,353,3.95,68918,3022,eng,2139
5407,Six Characters in Search of an Author and Other Plays,6/29/1995,224,3.95,2935,63,eng,1492
5408,True and False: Heresy and Common Sense for the Actor,2/22/1999,144,3.95,1876,147,eng,2139
5409,The First Philosophers: The Presocratics and Sophists,11/30/2000,400,3.95,356,17,eng,1453
5410,PrÃ©tear Vol. 3 (PrÃ©tear #3),10/12/2004,172,3.95,326,10,eng,43
5411,Mormon Country,9/1/2003,362,3.95,557,74,eng,274
5412,Michael Powell: Interviews,3/3/2003,186,3.95,20,1,eng,2102
5413,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,3/12/2002,281,3.95,4151,521,eng,1658
5414,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time #1-3),5/31/1995,718,3.95,3817,271,eng,2076
5415,Sleeping Murder (Miss Marple #13),8/4/2003,242,3.95,19657,884,eng,583
5416,Walden & Resistance to Civil Government (Critical Edition),8/19/1992,482,3.95,233,23,eng,1394
5417,Fantastic Four Volume 3,11/23/2005,256,3.95,118,5,eng,1241
5418,One Day in the Life of Ivan Denisovich,3/16/2005,182,3.95,73577,2521,eng,696
5419,Democracy Matters: Winning the Fight Against Imperialism,9/2/2004,240,3.95,102,12,eng,1492
5420,The House of Mirth,1/19/2006,351,3.95,69014,3180,eng,2154
5421,House of Mirth,7/30/2008,324,3.95,220,11,eng,2182
5424,The House of Mirth,1/1/1977,335,3.95,10,0,eng,1371
5425,By Myself and Then Some,10/31/2006,512,3.95,2799,170,eng,1054
5426,The Honourable Schoolboy,10/29/2002,589,3.95,11733,513,eng,1800
5427,No More Water in the Tub!,12/1/1998,32,3.95,214,38,eng,1637
5428,The Divine Comedy Vol. 3: Paradise,7/31/1986,433,3.95,378,32,eng,1492
5429,The Gilgamesh Epic and Old Testament Parallels,9/15/1963,280,3.95,58,8,eng,1548
5430,Ghost Story,9/1/1989,567,3.95,61330,1520,eng,1585
5431,The Deltoid Pumpkin Seed,9/1/1992,192,3.95,380,18,eng,696
5432,One is the Loneliest Number (Tom Clancy's Net Force Explorers #3),4/1/1999,182,3.95,452,1,eng,252
5433,A Drink Before the War (Kenzie & Gennaro #1),9/15/2003,282,3.95,29089,1523,eng,1232
5434,The Sheik & the Princess Bride (Desert Rogues #8),10/25/2004,256,3.95,506,22,eng,1839
5435,The Invisibles Volume 1: Say You Want a Revolution,6/1/1996,224,3.95,8822,372,eng,519
5436,The Responsibility of Forms: Critical Essays on Music Art and Representation,2/7/1991,320,3.95,93,3,eng,2075
5437,Bargaining for Advantage: Negotiation Strategies for Reasonable People,6/1/2000,304,3.95,37,1,eng,1492
5438,The Dance of the Dissident Daughter,8/20/2002,256,3.95,5645,603,eng,879
5439,Clay's Quilt,2/26/2002,320,3.95,2685,235,eng,188
5440,Shout Out Loud! 2,8/1/2006,194,3.95,91,2,eng,305
5441,Dead Of Winter (Louis Kincaid #2),1/1/2001,416,3.95,773,86,eng,1564
5442,The House of Life: Rachel Carson at Work,10/18/1989,350,3.95,10,1,eng,1232
5443,Jackie After Jack: Portrait of the Lady,3/1/1999,592,3.95,373,27,eng,10
5444,Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,4/11/2003,432,3.95,196,25,eng,1079
5445,How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook,2/1/2006,403,3.95,120,16,eng,1869
5446,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,1/5/2004,336,3.95,8515,331,eng,152
5447,The Magicians' Guild (Black Magician Trilogy #1),1/31/2004,467,3.95,56333,1565,eng,1425
5448,The Magicians' Guild (Black Magician Trilogy #1),10/24/2001,517,3.95,194,16,eng,2167
5449,Finding and Exploring Your Spiritual Path: An Exploration of the Pleasures and Perils of Seeking Personal Enlightenment,5/15/1989,0,3.95,21,1,eng,1214
5450,You Remind Me of You: A Poetry Memoir,2/1/2002,128,3.95,993,106,eng,1644
5451,Demon Diary Volume 01,5/6/2003,192,3.95,4685,78,eng,2015
5452,The Eternal Champion (Eternal Champion #1),2/1/1996,484,3.95,2524,40,eng,2219
5453,Cast a Yellow Shadow (Mac McCorkle #2),2/1/1987,272,3.95,206,17,eng,1327
5454,The Altman Code (Covert-One #4),9/30/2005,0,3.95,5,1,eng,155
5455,The Key to Midnight,6/1/1995,419,3.95,24594,239,eng,252
5456,The Door to December,6/1/2002,518,3.95,32385,581,eng,252
5457,The Sons,8/5/1989,167,3.95,529,37,eng,1783
5458,Paradiso (The Divine Comedy #3),7/30/1962,400,3.95,11566,222,eng,1492
5459,Perfect Match,5/1/2002,368,3.95,213,33,eng,152
5460,Underworld: The Mysterious Origins of Civilization,10/28/2003,784,3.95,1112,70,eng,1996
5461,The Naked Ape: A Zoologist's Study of the Human Animal,4/13/1999,256,3.95,6724,325,eng,544
5462,A Short History of World War I,2/1/1981,352,3.95,353,43,eng,1317
5463,What Dreams May Come,1/1/2004,288,3.95,9298,830,eng,2023
5464,How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript,2/12/2004,288,3.95,323,63,eng,1899
5465,Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,11/1/1999,194,3.95,12,3,eng,612
5466,The Deming Management Method,10/1/1992,254,3.95,192,11,eng,1227
5467,Remember When (Foster Saga #1),4/25/2006,418,3.95,10632,252,eng,1585
5468,Star by Star (Star Wars: The New Jedi Order #9),10/3/2002,605,3.95,7740,108,eng,124
5469,The Risk of Darkness (Simon Serrailler #3),7/1/2006,320,3.95,3060,264,eng,392
5470,The Big Box,9/1/2002,48,3.95,390,98,eng,1172
5471,Them: Adventures with Extremists,2/8/2002,328,3.95,1103,96,eng,1214
5472,Lithium for Medea,3/5/2002,362,3.95,344,33,eng,1818
5473,The Art of Happiness at Work,8/15/2005,224,3.95,1615,95,eng,984
5474,Writing the Novel: From Plot to Print,10/28/2002,197,3.95,347,36,eng,2253
5475,Murder Unleashed (Jack and Jamie #2),1/1/2004,304,3.95,61,10,eng,169
5476,Star Trek Voyager Companion,5/1/2003,482,3.95,162,9,eng,1585
5477,The Basketball Diaries,4/1/1995,224,3.95,308,19,eng,1492
5478,Street of the Five Moons (Vicky Bliss #2),3/7/2000,376,3.95,3654,148,eng,169
5479,The Shockwave Rider,3/1/1995,288,3.95,2945,125,eng,528
5480,The Sheep Look Up,5/11/2003,388,3.95,3568,284,eng,248
5481,Small Island,4/1/2005,441,3.95,21165,1145,eng,1556
5482,Fantastic Mr Fox and Other Animal Stories,11/25/2004,4,3.95,25,1,eng,1637
5483,Life is Elsewhere,7/25/2000,432,3.95,10129,306,eng,879
5484,Bedlam's Bard (Bedlam Bard #1-2),6/30/2006,617,3.95,3016,30,eng,185
5485,The Scold's Bridle,10/15/1995,384,3.95,7019,113,eng,1899
5486,RespiraciÃ³n artificial,3/1/2008,218,3.96,1279,77,spa,93
5487,Carrie (Biblioteca de Stephen King. 102 8),9/4/2001,288,3.96,67,3,spa,1577
5488,Carrie,4/30/2005,254,3.96,28,9,spa,524
5489,Sahara (Dirk Pitt #11),1/11/2005,400,3.96,51807,724,spa,524
5490,O Trono de Prata (As CrÃ³nicas de NÃ¡rnia #6),4/16/2004,168,3.96,141,10,por,643
5491,Ein Gentleman fÃ¼r Mma Ramotswe (No. 1 Ladies' Detective Agency #2),2/1/2002,238,3.96,11,3,ger,1400
5492,Beef,4/1/2000,383,3.96,2,0,ger,1566
5493,Familienalbum,1/1/2002,507,3.96,2,0,ger,972
5494,V.,8/1/1994,544,3.96,46,4,ger,1746
5495,V.,1/2/2001,640,3.96,15174,561,fre,450
5496,Les jeux sont faits,2/1/1996,165,3.96,1951,77,fre,771
5497,Mon Ã©pouse amÃ©ricaine,4/19/2001,445,3.96,3,0,fre,1585
5498,Le Premier homme,2/11/2000,384,3.96,293,18,fre,771
5499,Dans les coulisses du musÃ©e,9/23/1998,410,3.96,45,4,fre,1135
5500,Les Saveurs de la vie,6/19/2003,893,3.96,6,1,fre,1585
5501,Montaillou village occitan de 1294 Ã  1324,6/30/1982,640,3.96,15,2,fre,736
5502,The Art of Nonfiction: A Guide for Writers and Readers,2/1/2001,192,3.96,429,39,eng,1349
5503,Emergence: The Connected Lives of Ants Brains Cities and Software,9/10/2002,288,3.96,2769,200,eng,1800
5504,Behind Closed Doors: Secrets of Great Management,9/26/2005,176,3.96,840,63,eng,1612
5505,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,9/2/2000,344,3.96,4820,524,eng,1556
5506,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,3/31/2006,964,3.96,448,21,eng,1717
5507,Ivanhoe,10/7/2004,56,3.96,178,22,eng,407
5508,The Laughing Jesus: Religious Lies and Gnostic Wisdom,6/27/2006,276,3.96,346,31,eng,878
5509,Let the Hurricane Roar,10/1/1985,118,3.96,192,32,eng,879
5510,Enquiry,7/6/2004,272,3.96,96,4,eng,765
5511,By-Line: Selected Articles and Dispatches of Four Decades,5/12/1998,512,3.96,421,33,eng,1800
5512,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,7/1/2007,112,3.96,1052,36,eng,762
5513,On Democracy & Education (Social Theory Education & Cultural Change),11/22/2002,480,3.96,84,5,eng,1740
5514,Skin Tight (Mick Stranahan #1),4/12/2005,420,3.96,14475,571,eng,2189
5515,Flight of the Nighthawks (The Darkwar Saga #1),4/11/2006,368,3.96,9698,110,eng,879
5516,President Nixon: Alone in the White House,10/10/2002,704,3.96,391,23,eng,1864
5517,Black Beauty,10/1/2004,208,3.96,738,74,eng,1920
5518,Violet Makes A Splash (Sister Magic),7/1/2007,112,3.96,120,5,eng,1786
5519,Dark Star Safari: Overland from Cairo to Cape Town,3/23/2003,472,3.96,121,20,eng,999
5520,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays Articles Reviews,12/27/2000,192,3.96,4,0,eng,443
5521,Sahara (Dirk Pitt #11),3/1/1995,576,3.96,528,34,eng,1585
5522,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series #1),6/16/2003,256,3.96,720,69,eng,1914
5523,Wicked Ties (Wicked Lovers #1),1/2/2007,341,3.96,22055,1141,eng,252
5524,The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,7/9/2002,80,3.96,155,7,eng,1818
5525,Betrayal (Chasing Yesterday #2),7/1/2007,209,3.96,1435,101,eng,1786
5526,The OK Book,4/24/2007,40,3.96,1019,189,eng,437
5527,PHP and MySQL Web Development (Developer's Library),10/1/2004,1008,3.96,590,31,eng,1772
5528,Barack Obama: Working to Make a Difference,4/1/2006,48,3.96,19,5,eng,1143
5529,The Heart of a Leader,6/1/1999,162,3.96,542,33,eng,508
5530,A Garden Of Vipers (Carson Ryder #3),2/6/2007,400,3.96,562,37,eng,1418
5531,Message in a Bottle,2/1/1999,370,3.96,2755,218,eng,10
5532,The Meanest Doll in the World (Doll People #2),5/15/2005,304,3.96,5717,417,eng,1172
5533,Montaillou: Cathars and Catholics in a French Village 1294-1324,5/29/1980,400,3.96,17,2,eng,1492
5534,V.,7/5/2005,547,3.96,1415,177,eng,879
5535,Leviathan,9/1/1993,275,3.96,11744,443,eng,1492
5536,Letters of Ayn Rand,2/1/1997,681,3.96,18,2,eng,1330
5537,Giada's Family Dinners,4/4/2006,256,3.96,14103,74,eng,423
5538,The Afghan Campaign,7/1/2006,354,3.96,3002,198,eng,588
5539,The List,12/1/1997,451,3.96,12534,141,eng,4
5540,Louisa May Alcott's Christmas Treasury,6/1/2002,282,3.96,715,44,eng,507
5541,The Fixer,5/5/2004,335,3.96,8624,409,eng,696
5542,Howards End,10/29/2002,246,3.96,54765,1437,eng,596
5543,Howards End,9/28/2000,352,3.96,368,26,eng,1492
5544,Message in a Bottle,12/1/1999,342,3.96,201488,3496,eng,2189
5545,Sherlock Holmes: A Baker Street Dozen,4/20/2006,6,3.96,18,4,eng,976
5546,Black Beauty,3/1/2003,245,3.96,208684,3358,eng,1786
5547,On Her Majesty's Secret Service (James Bond #11),9/2/2003,326,3.96,14108,428,eng,1492
5548,Dispatches from the Edge: A Memoir of War Disasters and Survival,5/23/2006,212,3.96,7205,825,eng,879
5549,The Grapes of Wrath,3/28/2006,464,3.96,7044,639,eng,1492
5550,The Grapes of Wrath,3/1/2001,597,3.96,37,8,eng,1191
5551,How To Enjoy Your Life And Your Job,1/2/1990,224,3.96,1907,121,eng,1585
5552,Feeding the Hungry Heart: The Experience of Compulsive Eating,9/1/1993,224,3.96,749,46,eng,1581
5553,Inside the Red Tent,7/1/2006,100,3.96,181,16,eng,383
5554,Fall on Your Knees,10/29/2002,672,3.96,55988,2434,eng,1585
5555,White Oleander,5/1/2000,480,3.96,3112,210,eng,181
5556,Driving Force,12/29/1993,384,3.96,2635,107,eng,700
5557,God Bless You Mr. Rosewater,9/8/1998,288,3.96,40599,1127,eng,559
5558,Being and Nothingness,8/28/2003,688,3.96,23344,267,eng,1740
5559,Carrie,10/1/1999,253,3.96,2707,192,eng,1585
5560,Merde!: The Real French You Were Never Taught at School,12/9/1998,112,3.96,155,13,eng,3
5561,Merde Encore!: More of the Real French You Were Never Taught at School,12/9/1998,104,3.96,46,1,eng,3
5562,Dicey's Song (Tillerman Cycle #2),7/1/2003,359,3.96,16021,594,eng,53
5563,All the Sad Young Men (Works of F. Scott Fitzgerald),1/29/2007,504,3.96,369,22,eng,353
5564,Every Book Its Reader: The Power of the Printed Word to Stir the World,12/12/2006,400,3.96,312,26,eng,879
5565,My Year of Meats,3/1/1999,366,3.96,12431,1330,eng,1492
5566,Wilderness: The Lost Writings Vol. 1,12/17/1989,214,3.96,2940,124,eng,1658
5567,The Sunset Limited,10/24/2006,160,3.96,6494,562,eng,2139
5568,Aspects of the Theory of Syntax,3/15/1969,261,3.96,296,10,eng,1296
5569,Jack & Jill (Alex Cross #3),8/1/2003,466,3.96,58414,1191,eng,10
5570,Kiss the Girls (Alex Cross #2),7/1/2000,481,3.96,297211,2943,eng,10
5571,The Collected Short Stories of Maxim Gorky,8/18/1988,404,3.96,883,16,eng,414
5572,Skeleton Crew,5/13/1993,612,3.96,97092,1186,eng,2189
5573,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,8/4/1995,384,3.96,402,55,eng,1361
5574,PrÃ©tear Vol. 4 (PrÃ©tear #4),1/18/2005,180,3.96,294,14,eng,43
5575,Being a Green Mother (Incarnations of Immortality #5),10/26/1989,400,3.96,41,1,eng,1819
5576,I Maccabees,6/16/1976,592,3.96,8,0,eng,94
5577,Ilse Witch (Voyage of the Jerle Shannara #1),10/2/2000,464,3.96,144,9,eng,618
5578,First King of Shannara (The Original Shannara Trilogy #0),1/29/1997,435,3.96,864,55,eng,528
5579,Tears of the Giraffe (No. 1 Ladies' Detective Agency #2),9/3/2002,256,3.96,29,9,eng,2047
5580,Spock: The Fire and the Rose (Star Trek: Crucible #2),11/28/2006,390,3.96,206,14,eng,1585
5581,Black Beauty (Coloring Book),9/13/1996,48,3.96,68,3,eng,596
5582,The Gunslinger (The Dark Tower #1),7/1/1989,315,3.96,1902,227,eng,1834
5583,Seawolf Class (Silent Service #3),7/30/2002,416,3.96,65,5,eng,169
5584,The Summit (Everest #3),10/1/2002,154,3.96,2584,106,eng,1786
5585,Tabby in the Tub (Animal Ark #29),8/1/2003,139,3.96,768,33,eng,1786
5587,Middlemarch,1/28/2003,6,3.96,50,14,eng,1492
5588,Fathers and Sons,2/1/2005,244,3.96,49911,1127,eng,1834
5589,Ten Days to Self-Esteem,3/17/1999,336,3.96,436,19,eng,1317
5590,Wild Card (Tom Clancy's Power Plays #8),11/2/2004,352,3.96,835,13,eng,252
5591,Deadlock,10/6/2002,319,3.96,327,20,eng,2275
5592,Zero: The Biography of a Dangerous Idea,10/12/2000,248,3.96,131,19,eng,1885
5593,Final Fantasy Origins - Official Strategy Guide,4/9/2003,256,3.96,25,1,eng,324
5594,The Gunslinger,6/23/2003,231,3.96,2309,230,eng,2127
5595,Experience,4/5/2001,401,3.96,71,5,eng,2139
5596,The Journal of Scott Pendleton Collins: A World War 2 Soldier,6/1/1999,140,3.96,1132,181,eng,1786
5597,Poppy,5/3/2005,163,3.96,6894,501,eng,1786
5598,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes #6),12/1/2001,128,3.96,1072,20,eng,1786
5599,Have Wheels Will Travel (The Amazing Days of Abby Hayes #4),4/1/2001,144,3.96,975,26,eng,1786
5600,On Duties (De Officiis),1/1/1913,448,3.96,111,11,eng,934
5601,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),8/24/1995,310,3.96,639,14,eng,1544
5602,Descent of Man,7/27/1990,240,3.96,605,44,eng,1492
5603,Fucked By Rock + Cd,10/1/2001,205,3.96,1,0,eng,476
5604,Jerusalem Inn (Richard Jury #5),11/2/2004,320,3.96,3542,154,eng,1418
5605,The Samurai,4/17/1997,272,3.96,1689,157,eng,1351
5606,Get Out of My Life but First Could You Drive Me & Cheryl to the Mall?,8/21/2002,240,3.96,1380,250,eng,696
5607,New Jewish Wedding Revised,3/6/2001,288,3.96,694,64,eng,1800
5608,Programming in C,7/8/2004,576,3.96,222,16,eng,1772
5609,Savage Anamoly: The Power of Spinozaâ€™s Metaphysics and Politics,12/1/1999,304,3.96,49,3,eng,2067
5610,Mandie and the Abandoned Mine (Mandie #8),5/1/1987,160,3.96,1369,17,eng,266
5611,Nicolae (Left Behind #3),12/3/2005,530,3.96,30129,566,eng,1994
5612,Howards End,11/6/2007,312,3.96,104,13,eng,1834
5613,The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,5/5/1997,309,3.96,46,5,eng,756
5614,Dark Star Safari: Overland from Cairo to Cape Town,4/5/2004,485,3.96,11216,724,eng,1232
5615,The Masterpiece,7/22/1999,464,3.96,1977,101,eng,1453
5616,The Stone Monkey (Lincoln Rhyme #4),11/1/2006,511,3.96,245,20,eng,463
5617,The Curtain: An Essay in Seven Parts,1/30/2007,176,3.96,1388,109,eng,879
5618,The Art of the Novel,4/1/2003,176,3.96,3684,165,eng,879
5619,Thin Air (Weather Warden #6),8/7/2007,307,3.96,5875,182,eng,1731
5620,Behind the Scenes at the Museum,11/12/1999,336,3.96,26443,2116,eng,1556
5621,The Great Influenza: The Story of the Deadliest Pandemic in History,10/4/2005,546,3.96,17480,1459,eng,1492
5622,All Night Long,1/3/2006,416,3.96,7438,257,eng,765
5623,A Stolen Season (Alex McKnight #7),9/5/2006,304,3.96,1889,137,eng,1287
5624,To America with Love: Letters from the Underground,9/1/2000,224,3.96,69,3,eng,1705
5625,The Rise and Fall of Anne Boleyn,7/26/1991,338,3.96,1336,39,eng,353
5626,A Christmas Carol and Other Christmas Books,11/1/2007,438,3.96,156,20,eng,1453
5627,The Twits,6/24/2004,96,3.96,98823,2552,eng,1637
5628,Middlemarch: An Authoritative Text Backgrounds Reviews and Criticism,9/1/1977,578,3.96,47,10,eng,1394
5629,X/1999 Volume 01: Prelude,4/30/2003,200,3.96,3138,68,eng,2162
5630,White Oleander,9/1/2001,446,3.96,301784,6170,eng,1172
5631,Chasing the Dime,9/1/2003,448,3.96,26998,828,eng,2189
5632,Tales From Shakespeare,8/5/1994,278,3.96,117,11,eng,2249
5633,Alone (Detective D.D. Warren #1),12/27/2005,451,3.96,44349,1850,eng,193
5634,The Wanderer,4/30/2001,164,3.96,696,25,eng,448
5635,The Inhuman Condition (Books of Blood #4),3/1/2001,180,3.96,6294,111,eng,1585
5636,Selected Poems,12/1/1998,320,3.96,1509,30,eng,1492
5637,Selected Poetry,5/6/1999,304,3.96,9,0,eng,1453
5638,Underworld (Star Wars: The Last of the Jedi #3),12/1/2005,160,3.96,840,23,eng,1786
5639,A Midsummer Night's Dream (SparkNotes Literature Guide),1/10/2002,64,3.96,19,2,eng,1888
5640,How to Win Friends and Influence People for Teen Girls,6/2/2005,208,3.96,428,44,eng,1864
5641,Full House: The Spread of Excellence from Plato to Darwin,9/16/1997,256,3.96,1630,84,eng,1996
5642,First King of Shannara (Shannara Prequel),3/19/1996,0,3.96,1,0,eng,1658
5643,Sahara (Dirk Pitt #11),3/1/2005,576,3.96,47,6,eng,1585
5644,The Hand of Dinotopia,12/1/2002,416,3.96,292,13,eng,169
5645,The Fountains of Paradise,1/1/1979,245,3.96,117,17,eng,854
5646,Great Short Stories by American Women,2/5/1996,208,3.96,306,35,eng,596
5647,Yosemite: Its Discovery Its Wonder and Its People,12/1/1989,289,3.96,23,2,eng,2267
5648,Photos of the Gods: The Printed Image and Political Struggle in India,2/4/2004,239,3.96,25,0,eng,1695
5649,Case Closed: Lee Harvey Oswald and the Assassination of JFK,9/9/2003,640,3.96,1194,107,eng,94
5650,The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,9/1/1977,137,3.96,109,22,eng,2092
5651,Big Baby,2/17/2007,96,3.96,1368,58,eng,688
5652,Tell My Horse: Voodoo and Life in Haiti and Jamaica,2/28/1990,311,3.96,1450,105,eng,437
5653,Holes,3/11/2003,233,3.96,2699,230,eng,2261
5654,Holes (Holes #1),9/2/2000,233,3.96,887554,17547,eng,1786
5655,Incident at Vichy,4/2/1985,80,3.96,686,54,eng,1492
5656,Homegrown Democrat: A Few Plain Thoughts from the Heart of America,8/29/2006,288,3.96,1182,134,eng,1492
5657,Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources,7/25/1995,128,3.96,26,1,eng,596
5658,Firebirds: An Anthology of Original Fantasy and Science Fiction,5/5/2005,432,3.96,3464,153,eng,715
